"sampling_code","day","sample_replicate","test","log_conc","loc","days_since_last_irrigation","hr_harvest_packaging","hr_harvest_arrival","hr_arrival_packaging"
"0322_A","22","1","PC",9.02247651079693,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","22","2","PC",8.97591600586839,"AZ",2,241,90.2833333333333,150.716666666667
"0322_A","22","3","PC",8.41467756782836,"AZ",2,241,90.2833333333333,150.716666666667
"0322_B","2","1","APC",4.68534442018552,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","2","2","APC",4.89317939313575,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","2","3","APC",5.30510260827019,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","2","1","GN",4.34688792658092,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","2","2","GN",4.22108153520003,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","2","3","GN",4.87090955409234,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","2","1","PC",5.44030961174315,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","2","2","PC",4.86806303130233,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","2","3","PC",5.22024422933087,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","7","1","APC",6.0217250120013,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","7","2","APC",5.95034070459448,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","7","3","APC",7.23442211298943,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","7","1","GN",6.01039494816841,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","7","2","GN",5.91135408920214,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","7","3","GN",6.91708960610305,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","7","1","PC",6.70358711364547,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","7","2","PC",6.67898137959772,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","7","3","PC",7.75844223732858,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","12","1","APC",6.86588437780951,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","12","2","APC",6.7592011411985,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","12","3","APC",6.50265656484115,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","12","1","GN",6.95083558942848,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","12","2","GN",6.76942030638019,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","12","3","GN",6.34159429615059,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","12","1","PC",7.7170672036205,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","12","2","PC",7.54532132125342,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","12","3","PC",6.99382089694428,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","17","1","APC",6.50426802144037,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","17","2","APC",6.41528078589669,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","17","3","APC",7.47325497514351,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","17","1","GN",6.43226536001987,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","17","2","GN",6.2276076542912,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","17","3","GN",7.15926000231516,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","17","1","PC",7.30969335669068,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","17","2","PC",6.99385968137513,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","17","3","PC",8.0299121468018,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","22","1","APC",6.83551511922633,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","22","2","APC",6.55480154798664,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","22","3","APC",6.48265606200145,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","22","1","GN",6.61366636960997,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","22","2","GN",6.55480154798664,"AZ",1,213,97.9166666666667,115.083333333333
"0322_B","22","3","GN",6.48265606200145,"AZ",1,213,97.9166666666667,115.083333333333
